country,code,year,month,date,gasoline_price_usd_liter
Chile,CHL,2020,2,2020-02-03,1.0567500242211691
Chile,CHL,2020,3,2020-03-03,0.9928083325802454
Chile,CHL,2020,4,2020-04-03,0.9371646309124657
Chile,CHL,2020,5,2020-05-03,0.946785798354924
Chile,CHL,2020,6,2020-06-03,0.9432119729267521
Chile,CHL,2020,7,2020-07-03,0.9225973446274736
Chile,CHL,2020,8,2020-08-03,0.8885448211248445
Chile,CHL,2020,9,2020-09-03,0.9131643835686621
Chile,CHL,2020,10,2020-10-03,0.904544022130754
Chile,CHL,2020,11,2020-11-03,0.951750377952075
Chile,CHL,2020,12,2020-12-03,0.9672452172570364
Chile,CHL,2021,1,2021-01-03,1.007150211229775
Chile,CHL,2021,2,2021-02-03,1.0386152903099934
Chile,CHL,2021,3,2021-03-03,1.06594022773574
Chile,CHL,2021,4,2021-04-03,1.136378243180424
Chile,CHL,2021,5,2021-05-03,1.162782082401775
Chile,CHL,2021,6,2021-06-03,1.1806896354555463
Chile,CHL,2021,7,2021-07-03,1.1729575052279027
Chile,CHL,2021,8,2021-08-03,1.1618132558660477
Chile,CHL,2021,9,2021-09-03,1.1306972117620084
Chile,CHL,2021,10,2021-10-03,1.11880350003548
Chile,CHL,2021,11,2021-11-03,1.1604663103448363
Chile,CHL,2021,12,2021-12-03,1.1438516117581201
Chile,CHL,2022,1,2022-01-03,1.2099174299312454
Chile,CHL,2022,2,2022-02-03,1.257148250539195
Chile,CHL,2022,3,2022-03-03,1.3059026210465694
Chile,CHL,2022,4,2022-04-03,1.3054297819211775
Chile,CHL,2022,5,2022-05-03,1.2924503916886982
Chile,CHL,2022,6,2022-06-03,1.3035722416871331
Chile,CHL,2022,7,2022-07-03,1.229739955603557
Chile,CHL,2022,8,2022-08-03,1.36755909296276
Chile,CHL,2022,9,2022-09-03,1.3936591700491088
Chile,CHL,2022,10,2022-10-03,1.364000200312099
Chile,CHL,2022,11,2022-11-03,1.441726711594694
Chile,CHL,2022,12,2022-12-03,1.500435129270544
Chile,CHL,2023,1,2023-01-03,1.54746993998501
Chile,CHL,2023,2,2023-02-03,1.5291668071766789
Chile,CHL,2023,3,2023-03-01,1.4948531755186216
Chile,CHL,2023,4,2023-04-01,1.5012468592629489
Chile,CHL,2023,5,2023-05-01,1.5307349986534469
Chile,CHL,2023,6,2023-06-01,1.4678093116858308
Chile,CHL,2023,7,2023-07-01,1.4366882860585788
Chile,CHL,2023,8,2023-08-01,1.3914938700445583
Chile,CHL,2023,9,2023-09-01,1.3752967207090716
Chile,CHL,2023,10,2023-10-01,1.351939924978131
Chile,CHL,2023,11,2023-11-01,1.452711802730098
Chile,CHL,2023,12,2023-12-01,1.4579809435106377
Chile,CHL,2024,1,2024-01-01,1.3435057272165807
Chile,CHL,2024,2,2024-02-01,1.2641806246049843
Chile,CHL,2024,3,2024-03-03,1.3205209973124306
Chile,CHL,2024,4,2024-04-03,1.3677159898473605
Chile,CHL,2024,5,2024-05-04,1.4966611356857884
Chile,CHL,2024,6,2024-06-04,1.4475314445430365
Chile,CHL,2024,7,2024-07-05,1.4082653846758102
Chile,CHL,2024,8,2024-08-05,1.392503178236684
Chile,CHL,2024,9,2024-09-05,1.401711365832247
Chile,CHL,2024,10,2024-10-06,1.3293069078441986
Chile,CHL,2024,11,2024-11-06,1.263526110077332
Chile,CHL,2024,12,2024-12-07,1.2362910629873407
China,CHN,2015,12,2015-12-01,0.8226846539720175
China,CHN,2016,1,2016-01-01,0.7915280921691843
China,CHN,2016,2,2016-02-01,0.8416038937632128
China,CHN,2016,3,2016-03-01,0.8321592995739981
China,CHN,2016,4,2016-04-01,0.8227147053847835
China,CHN,2016,5,2016-05-01,0.8418182232829471
China,CHN,2016,6,2016-06-01,0.8585336730254788
China,CHN,2016,7,2016-07-01,0.8293886223151351
China,CHN,2016,8,2016-08-01,0.8189148423314454
China,CHN,2016,9,2016-09-01,0.8160776744079391
China,CHN,2016,10,2016-10-01,0.8318997101486274
China,CHN,2016,11,2016-11-01,0.848067719302138
China,CHN,2016,12,2016-12-01,0.8001496308695994
China,CHN,2017,1,2017-01-03,0.8577365174601601
China,CHN,2017,2,2017-02-03,0.8894485346298999
China,CHN,2017,3,2017-03-03,0.8641983364182024
China,CHN,2017,4,2017-04-03,0.8736222672094153
China,CHN,2017,5,2017-05-03,0.8556937191790455
China,CHN,2017,6,2017-06-03,0.8395740693104753
China,CHN,2017,7,2017-07-03,0.8373770868522492
China,CHN,2017,8,2017-08-03,0.8712263042565178
China,CHN,2017,9,2017-09-03,0.9070025619778743
China,CHN,2017,10,2017-10-03,0.9604646633684383
China,CHN,2017,11,2017-11-03,0.944121739437808
China,CHN,2017,12,2017-12-03,0.97065497674523
China,CHN,2018,1,2018-01-03,1.0154877488582268
China,CHN,2018,2,2018-02-03,1.0214092760089777
China,CHN,2018,3,2018-03-03,1.0086155545130997
China,CHN,2018,4,2018-04-03,1.0439401141967282
China,CHN,2018,5,2018-05-03,1.0638075870192254
China,CHN,2018,6,2018-06-03,1.054188862726525
China,CHN,2018,7,2018-07-03,1.0350997796003933
China,CHN,2018,8,2018-08-03,1.0143515036866455
China,CHN,2018,9,2018-09-03,1.0378679581060186
China,CHN,2018,10,2018-10-03,1.0697574234813054
China,CHN,2018,11,2018-11-03,1.0085926328936061
China,CHN,2018,12,2018-12-03,0.9073940461296085
China,CHN,2019,1,2019-01-03,0.912866858368707
China,CHN,2019,2,2019-02-03,0.9386434155943815
China,CHN,2019,3,2019-03-03,0.978614808721022
China,CHN,2019,4,2019-04-03,0.9848845898391178
China,CHN,2019,5,2019-05-03,0.9695198981202249
China,CHN,2019,6,2019-06-03,0.9096411085299693
China,CHN,2019,7,2019-07-03,0.9215698957710261
China,CHN,2019,8,2019-08-03,0.8782279299410477
China,CHN,2019,9,2019-09-03,0.8795928693401325
China,CHN,2019,10,2019-10-03,0.8727850259981369
China,CHN,2019,11,2019-11-03,0.8962494771284821
China,CHN,2019,12,2019-12-03,0.9197499306091067
China,CHN,2020,1,2020-01-03,0.9443910021277878
China,CHN,2020,2,2020-02-03,0.8682850833625144
China,CHN,2020,3,2020-03-03,0.7334971334504745
China,CHN,2020,4,2020-04-03,0.774533172814741
China,CHN,2020,5,2020-05-03,0.7569066120451512
China,CHN,2020,6,2020-06-03,0.7392800512755614
China,CHN,2020,7,2020-07-03,0.7590241118561849
China,CHN,2020,8,2020-08-03,0.7763560617102057
China,CHN,2020,9,2020-09-03,0.7543066285795628
China,CHN,2020,10,2020-10-03,0.7748709355597958
China,CHN,2020,11,2020-11-03,0.778111393458233
China,CHN,2020,12,2020-12-03,0.8324332505486493
China,CHN,2021,1,2021-01-03,0.8783214040895448
China,CHN,2021,2,2021-02-03,0.9242702213139499
China,CHN,2021,3,2021-03-03,0.9607075968548384
China,CHN,2021,4,2021-04-03,0.9520756398799188
China,CHN,2021,5,2021-05-03,0.9827471889076456
China,CHN,2021,6,2021-06-03,1.019416258419919
China,CHN,2021,7,2021-07-03,1.0254322644849256
China,CHN,2021,8,2021-08-03,0.9895654109683677
China,CHN,2021,9,2021-09-03,1.0151916342633913
China,CHN,2021,10,2021-10-03,1.0840397113650817
China,CHN,2021,11,2021-11-03,1.09566433102336
China,CHN,2021,12,2021-12-03,1.0411822931168428
China,CHN,2022,1,2022-01-03,1.0913599950325028
China,CHN,2022,2,2022-02-03,1.1568360816858665
China,CHN,2022,3,2022-03-03,1.2305658050185027
China,CHN,2022,4,2022-04-03,1.2378595639768033
China,CHN,2022,5,2022-05-03,1.2385569810166117
China,CHN,2022,6,2022-06-03,1.2861784367180789
China,CHN,2022,7,2022-07-03,1.2036149732969739
China,CHN,2022,8,2022-08-03,1.1495332556883888
China,CHN,2022,9,2022-09-03,1.107930057479839
China,CHN,2022,10,2022-10-03,1.0862524804039912
China,CHN,2022,11,2022-11-03,1.0951793842484623
China,CHN,2022,12,2022-12-03,1.052117213884679
China,CHN,2023,1,2023-01-03,1.0620973402637273
China,CHN,2023,2,2023-02-03,1.066485183755836
China,CHN,2023,3,2023-03-01,1.0472230892675007
China,CHN,2023,4,2023-04-01,1.0453303134902054
China,CHN,2023,5,2023-05-01,1.0033636298575823
China,CHN,2023,6,2023-06-01,0.9808907688132547
China,CHN,2023,7,2023-07-01,1.0122577103774155
China,CHN,2023,8,2023-08-01,1.0454483138904773
China,CHN,2023,9,2023-09-01,1.0814659085348495
China,CHN,2023,10,2023-10-01,1.0684709885827612
China,CHN,2023,11,2023-11-01,1.0436051158796145
China,CHN,2023,12,2023-12-01,1.0101000202020003
China,CHN,2024,1,2024-01-01,1.003084449805389
China,CHN,2024,2,2024-02-01,1.0175011589366
China,CHN,2024,3,2024-03-03,1.0300616437227619
China,CHN,2024,4,2024-04-03,1.0573590932734163
China,CHN,2024,5,2024-05-04,1.0355533781565833
China,CHN,2024,6,2024-06-04,1.023329853322721
China,CHN,2024,7,2024-07-05,1.0451760071125413
China,CHN,2024,8,2024-08-05,1.0141407462039962
China,CHN,2024,9,2024-09-05,0.99389140423673
China,CHN,2024,10,2024-10-06,0.9929797191881037
China,CHN,2024,11,2024-11-06,0.9652494927239466
China,CHN,2024,12,2024-12-07,0.9557336529576178
"Congo, Dem. Rep.",COD,2015,12,2015-12-01,2.421123001154897
"Congo, Dem. Rep.",COD,2016,1,2016-01-01,2.421123001154897
"Congo, Dem. Rep.",COD,2016,2,2016-02-01,2.4154664907401906
"Congo, Dem. Rep.",COD,2016,3,2016-03-01,2.420108595890807
"Congo, Dem. Rep.",COD,2016,4,2016-04-01,2.4243423890097633
"Congo, Dem. Rep.",COD,2016,5,2016-05-01,2.416752583659559
"Congo, Dem. Rep.",COD,2016,6,2016-06-01,2.388696347640629
"Congo, Dem. Rep.",COD,2016,7,2016-07-01,2.356300141725142
"Congo, Dem. Rep.",COD,2016,8,2016-08-01,2.2876681410551667
"Congo, Dem. Rep.",COD,2016,9,2016-09-01,2.2995101735360257
"Congo, Dem. Rep.",COD,2016,10,2016-10-01,2.303623785326945
"Congo, Dem. Rep.",COD,2016,11,2016-11-01,2.2154286805045245
"Congo, Dem. Rep.",COD,2016,12,2016-12-01,1.9227088220575905
"Congo, Dem. Rep.",COD,2017,1,2017-01-03,1.8398704862596993
"Congo, Dem. Rep.",COD,2017,2,2017-02-03,1.7516599715198855
"Congo, Dem. Rep.",COD,2017,3,2017-03-03,1.6795796851837828
"Congo, Dem. Rep.",COD,2017,4,2017-04-03,1.6241629035392249
"Congo, Dem. Rep.",COD,2017,5,2017-05-03,1.5872194819854133
"Congo, Dem. Rep.",COD,2017,6,2017-06-03,1.5302553340328786
"Congo, Dem. Rep.",COD,2017,7,2017-07-03,1.439089262081283
"Congo, Dem. Rep.",COD,2017,8,2017-08-03,1.4061995824089455
"Congo, Dem. Rep.",COD,2017,9,2017-09-03,1.4386530097391672
"Congo, Dem. Rep.",COD,2017,10,2017-10-03,1.4300324693979436
"Congo, Dem. Rep.",COD,2017,11,2017-11-03,1.4214018702856572
"Congo, Dem. Rep.",COD,2017,12,2017-12-03,1.4063470198941599
"Congo, Dem. Rep.",COD,2018,1,2018-01-03,1.404006684074678
"Congo, Dem. Rep.",COD,2018,2,2018-02-03,1.394318153524388
"Congo, Dem. Rep.",COD,2018,3,2018-03-03,1.3854081882571812
"Congo, Dem. Rep.",COD,2018,4,2018-04-03,1.3864860933587935
"Congo, Dem. Rep.",COD,2018,5,2018-05-03,1.3864560573893774
"Congo, Dem. Rep.",COD,2018,6,2018-06-03,1.3864449015036118
"Congo, Dem. Rep.",COD,2018,7,2018-07-03,1.382754459228806
"Congo, Dem. Rep.",COD,2018,8,2018-08-03,1.3821785355077962
"Congo, Dem. Rep.",COD,2018,9,2018-09-03,1.3815434430652995
"Congo, Dem. Rep.",COD,2018,10,2018-10-03,1.379911081979655
"Congo, Dem. Rep.",COD,2018,11,2018-11-03,1.382231415158142
"Congo, Dem. Rep.",COD,2018,12,2018-12-03,1.377916307577986
"Congo, Dem. Rep.",COD,2019,1,2019-01-03,1.3721160295617498
"Congo, Dem. Rep.",COD,2019,2,2019-02-03,1.3681118773487704
"Congo, Dem. Rep.",COD,2019,3,2019-03-03,1.366822936021093
"Congo, Dem. Rep.",COD,2019,4,2019-04-03,1.3664560656923754
"Congo, Dem. Rep.",COD,2019,5,2019-05-03,1.365186881285421
"Congo, Dem. Rep.",COD,2019,6,2019-06-03,1.3630958828419089
"Congo, Dem. Rep.",COD,2019,7,2019-07-03,1.3610840548395349
"Congo, Dem. Rep.",COD,2019,8,2019-08-03,1.3564815291422496
"Congo, Dem. Rep.",COD,2019,9,2019-09-03,1.3543892490516252
"Congo, Dem. Rep.",COD,2019,10,2019-10-03,1.3542189360917485
"Congo, Dem. Rep.",COD,2019,11,2019-11-03,1.3508240931537943
"Congo, Dem. Rep.",COD,2019,12,2019-12-03,1.3435257354153982
"Congo, Dem. Rep.",COD,2020,1,2020-01-03,1.334447756072482
"Congo, Dem. Rep.",COD,2020,2,2020-02-03,1.3278386107014308
"Congo, Dem. Rep.",COD,2020,3,2020-03-03,1.3173037849548617
"Congo, Dem. Rep.",COD,2020,4,2020-04-03,1.3064050590535912
"Congo, Dem. Rep.",COD,2020,5,2020-05-03,1.1285781442781089
"Congo, Dem. Rep.",COD,2020,6,2020-06-03,1.0703398369220567
"Congo, Dem. Rep.",COD,2020,7,2020-07-03,1.0174444549277206
"Congo, Dem. Rep.",COD,2020,8,2020-08-03,1.020390418252662
"Congo, Dem. Rep.",COD,2020,9,2020-09-03,1.0204102509544288
"Congo, Dem. Rep.",COD,2020,10,2020-10-03,1.018611747069768
"Congo, Dem. Rep.",COD,2020,11,2020-11-03,1.018056079325705
"Congo, Dem. Rep.",COD,2020,12,2020-12-03,1.0159475760865802
"Congo, Dem. Rep.",COD,2021,1,2021-01-03,1.0157732529336498
"Congo, Dem. Rep.",COD,2021,2,2021-02-03,1.0125834429664278
"Congo, Dem. Rep.",COD,2021,3,2021-03-03,1.0141864089870642
"Congo, Dem. Rep.",COD,2021,4,2021-04-03,1.010397726984963
"Congo, Dem. Rep.",COD,2021,5,2021-05-03,1.005731915730252
"Congo, Dem. Rep.",COD,2021,6,2021-06-03,1.0091195065582652
"Congo, Dem. Rep.",COD,2021,7,2021-07-03,1.0099762364488527
"Congo, Dem. Rep.",COD,2021,8,2021-08-03,1.0114545324570436
"Congo, Dem. Rep.",COD,2021,9,2021-09-03,1.011401203846265
"Congo, Dem. Rep.",COD,2021,10,2021-10-03,1.0110833999364461
"Congo, Dem. Rep.",COD,2021,11,2021-11-03,1.0063747154280018
"Congo, Dem. Rep.",COD,2021,12,2021-12-03,1.004899578042919
"Congo, Dem. Rep.",COD,2022,1,2022-01-03,1.0031961477267928
"Congo, Dem. Rep.",COD,2022,2,2022-02-03,1.0008598866394487
"Congo, Dem. Rep.",COD,2022,3,2022-03-03,1.0500526780603647
"Congo, Dem. Rep.",COD,2022,4,2022-04-03,1.1001056001138698
"Congo, Dem. Rep.",COD,2022,5,2022-05-03,1.100275444809532
"Congo, Dem. Rep.",COD,2022,6,2022-06-03,1.1006445414549366
"Congo, Dem. Rep.",COD,2022,7,2022-07-03,1.2500144039735928
"Congo, Dem. Rep.",COD,2022,8,2022-08-03,1.2477027516971508
"Congo, Dem. Rep.",COD,2022,9,2022-09-03,1.3402505845879638
"Congo, Dem. Rep.",COD,2022,10,2022-10-03,1.3395058292112672
"Congo, Dem. Rep.",COD,2022,11,2022-11-03,1.4165964570699328
"Congo, Dem. Rep.",COD,2022,12,2022-12-03,1.4158602131873865
"Congo, Dem. Rep.",COD,2023,1,2023-01-03,1.4149066235966778
"Congo, Dem. Rep.",COD,2023,2,2023-02-03,1.4036077882287699
"Congo, Dem. Rep.",COD,2023,3,2023-03-01,1.3968318581386372
"Congo, Dem. Rep.",COD,2023,4,2023-04-01,1.3977222268187401
"Congo, Dem. Rep.",COD,2023,5,2023-05-01,1.3198613475252714
"Congo, Dem. Rep.",COD,2023,6,2023-06-01,1.2835123731941476
"Congo, Dem. Rep.",COD,2023,7,2023-07-01,1.1977384349019722
"Congo, Dem. Rep.",COD,2023,8,2023-08-01,1.2326492781490588
"Congo, Dem. Rep.",COD,2023,9,2023-09-01,1.2209917632996374
"Congo, Dem. Rep.",COD,2023,10,2023-10-01,1.2035720571959947
"Congo, Dem. Rep.",COD,2023,11,2023-11-01,1.2993825817462736
"Congo, Dem. Rep.",COD,2023,12,2023-12-01,1.2326407866885498
"Congo, Dem. Rep.",COD,2024,1,2024-01-01,1.2042775940139374
"Congo, Dem. Rep.",COD,2024,2,2024-02-01,1.186602321546049
"Congo, Dem. Rep.",COD,2024,3,2024-03-03,1.1711643108596381
"Congo, Dem. Rep.",COD,2024,4,2024-04-03,1.2591578098694927
"Congo, Dem. Rep.",COD,2024,5,2024-05-04,1.2566290128415365
"Congo, Dem. Rep.",COD,2024,6,2024-06-04,1.2382075209081138
"Congo, Dem. Rep.",COD,2024,7,2024-07-05,1.2262526038018418
"Congo, Dem. Rep.",COD,2024,8,2024-08-05,1.1773499720379381
"Congo, Dem. Rep.",COD,2024,9,2024-09-05,1.177090545491767
"Congo, Dem. Rep.",COD,2024,10,2024-10-06,1.052672314451749
"Congo, Dem. Rep.",COD,2024,11,2024-11-06,1.049619934878069
"Congo, Dem. Rep.",COD,2024,12,2024-12-07,1.0516155701210563
"Congo, Rep.",COG,2015,12,2015-12-01,0.6416408752197216
"Congo, Rep.",COG,2016,1,2016-01-01,0.6409911123081067
"Congo, Rep.",COG,2016,2,2016-02-01,0.6397711877163932
"Congo, Rep.",COG,2016,3,2016-03-01,0.6355819046093041
"Congo, Rep.",COG,2016,4,2016-04-01,0.6294098357187436
"Congo, Rep.",COG,2016,5,2016-05-01,0.6250525254223044
"Congo, Rep.",COG,2016,6,2016-06-01,0.6173800259403373
"Congo, Rep.",COG,2016,7,2016-07-01,0.6004157500655917
"Congo, Rep.",COG,2016,8,2016-08-01,0.588829071332436
"Congo, Rep.",COG,2016,9,2016-09-01,0.5754852936909401
"Congo, Rep.",COG,2016,10,2016-10-01,0.5470157761188541
"Congo, Rep.",COG,2016,11,2016-11-01,0.5197414395527603
"Congo, Rep.",COG,2016,12,2016-12-01,0.4956970166537536
"Congo, Rep.",COG,2017,1,2017-01-03,0.4763505940372114
"Congo, Rep.",COG,2017,2,2017-02-03,0.458034071576484
"Congo, Rep.",COG,2017,3,2017-03-03,0.44403979193564036
"Congo, Rep.",COG,2017,4,2017-04-03,0.42952845716265775
"Congo, Rep.",COG,2017,5,2017-05-03,0.41955181993823065
"Congo, Rep.",COG,2017,6,2017-06-03,0.4070741969691786
"Congo, Rep.",COG,2017,7,2017-07-03,0.3790267612004001
"Congo, Rep.",COG,2017,8,2017-08-03,0.3842998960129693
"Congo, Rep.",COG,2017,9,2017-09-03,0.38105851009324726
"Congo, Rep.",COG,2017,10,2017-10-03,0.37877823330192767
"Congo, Rep.",COG,2017,11,2017-11-03,0.3768064544729143
"Congo, Rep.",COG,2017,12,2017-12-03,0.37410560466783194
"Congo, Rep.",COG,2018,1,2018-01-03,0.3718238742172951
"Congo, Rep.",COG,2018,2,2018-02-03,0.3689830949929924
"Congo, Rep.",COG,2018,3,2018-03-03,0.36806552184886426
"Congo, Rep.",COG,2018,4,2018-04-03,0.36770840414552597
"Congo, Rep.",COG,2018,5,2018-05-03,0.3674517989698998
"Congo, Rep.",COG,2018,6,2018-06-03,0.3663996157422517
"Congo, Rep.",COG,2018,7,2018-07-03,0.36604346996905546
"Congo, Rep.",COG,2018,8,2018-08-03,0.3654858504763601
"Congo, Rep.",COG,2018,9,2018-09-03,0.3650754693827464
"Congo, Rep.",COG,2018,10,2018-10-03,0.36472859901308735
"Congo, Rep.",COG,2018,11,2018-11-03,0.36451409352390174
"Congo, Rep.",COG,2018,12,2018-12-03,0.3644136309071756
"Congo, Rep.",COG,2019,1,2019-01-03,0.363396505286045
"Congo, Rep.",COG,2019,2,2019-02-03,0.3634608806137907
"Congo, Rep.",COG,2019,3,2019-03-03,0.3629620140426648
"Congo, Rep.",COG,2019,4,2019-04-03,0.3629376601195559
"Congo, Rep.",COG,2019,5,2019-05-03,0.36267882504251575
"Congo, Rep.",COG,2019,6,2019-06-03,0.3619111340895958
"Congo, Rep.",COG,2019,7,2019-07-03,0.36110942525945255
"Congo, Rep.",COG,2019,8,2019-08-03,0.36011063567092544
"Congo, Rep.",COG,2019,9,2019-09-03,0.35979488667972814
"Congo, Rep.",COG,2019,10,2019-10-03,0.3597318033143693
"Congo, Rep.",COG,2019,11,2019-11-03,0.3586995183177897
"Congo, Rep.",COG,2019,12,2019-12-03,0.3565073069018616
"Congo, Rep.",COG,2020,1,2020-01-03,0.35426366743274945
"Congo, Rep.",COG,2020,2,2020-02-03,0.3535941808500523
"Congo, Rep.",COG,2020,3,2020-03-03,0.34962569484434314
"Congo, Rep.",COG,2020,4,2020-04-03,0.3463410091038208
"Congo, Rep.",COG,2020,5,2020-05-03,0.3300037160082307
"Congo, Rep.",COG,2020,6,2020-06-03,0.31901090534758786
"Congo, Rep.",COG,2020,7,2020-07-03,0.3061770578185785
"Congo, Rep.",COG,2020,8,2020-08-03,0.303475431241138
"Congo, Rep.",COG,2020,9,2020-09-03,0.30338722918228217
"Congo, Rep.",COG,2020,10,2020-10-03,0.30307660961695193
"Congo, Rep.",COG,2020,11,2020-11-03,0.30272965478643565
"Congo, Rep.",COG,2020,12,2020-12-03,0.30210713379030213
"Congo, Rep.",COG,2021,1,2021-01-03,0.3010965988735445
"Congo, Rep.",COG,2021,2,2021-02-03,0.30042008320878943
"Congo, Rep.",COG,2021,3,2021-03-03,0.3003609379338196
"Congo, Rep.",COG,2021,4,2021-04-03,0.29962131893808164
"Congo, Rep.",COG,2021,5,2021-05-03,0.29913477152639173
"Congo, Rep.",COG,2021,6,2021-06-03,0.2990836479157137
"Congo, Rep.",COG,2021,7,2021-07-03,0.2991588357442016
"Congo, Rep.",COG,2021,8,2021-08-03,0.29870827497226277
"Congo, Rep.",COG,2021,9,2021-09-03,0.29854041334049164
"Congo, Rep.",COG,2021,10,2021-10-03,0.2978678668155172
"Congo, Rep.",COG,2021,11,2021-11-03,0.29755207161253217
"Congo, Rep.",COG,2021,12,2021-12-03,0.2975401679226696
"Congo, Rep.",COG,2022,1,2022-01-03,0.29758778839757727
"Congo, Rep.",COG,2022,2,2022-02-03,0.29744943359628867
"Congo, Rep.",COG,2022,3,2022-03-03,0.2975133881024646
"Congo, Rep.",COG,2022,4,2022-04-03,0.2969832491464851
"Congo, Rep.",COG,2022,5,2022-05-03,0.29681732016362367
"Congo, Rep.",COG,2022,6,2022-06-03,0.2968128781869971
"Congo, Rep.",COG,2022,7,2022-07-03,0.2967595848358346
"Congo, Rep.",COG,2022,8,2022-08-03,0.29629555855447604
"Congo, Rep.",COG,2022,9,2022-09-03,0.2956609886505933
"Congo, Rep.",COG,2022,10,2022-10-03,0.2956389527921733
"Congo, Rep.",COG,2022,11,2022-11-03,0.29463869993624303
"Congo, Rep.",COG,2022,12,2022-12-03,0.2936384470803127
"Congo, Rep.",COG,2023,1,2023-01-03,0.2926381942243825
"Congo, Rep.",COG,2023,2,2023-02-03,0.2916379413684522
"Congo, Rep.",COG,2023,3,2023-03-01,0.290637688512522
"Congo, Rep.",COG,2023,4,2023-04-01,0.28963743565659167
"Congo, Rep.",COG,2023,5,2023-05-01,0.2886371828006614
"Congo, Rep.",COG,2023,6,2023-06-01,0.28763692994473117
"Congo, Rep.",COG,2023,7,2023-07-01,0.28663667708880086
"Congo, Rep.",COG,2023,8,2023-08-01,0.2856364242328706
"Congo, Rep.",COG,2023,9,2023-09-01,0.28463617137694036
"Congo, Rep.",COG,2023,10,2023-10-01,0.2836359185210101
"Congo, Rep.",COG,2023,11,2023-11-01,0.2826356656650798
"Congo, Rep.",COG,2023,12,2023-12-01,0.28163541280914955
"Congo, Rep.",COG,2024,1,2024-01-01,0.2806351599532193
"Congo, Rep.",COG,2024,2,2024-02-01,0.279634907097289
"Congo, Rep.",COG,2024,3,2024-03-03,0.27863465424135875
"Congo, Rep.",COG,2024,4,2024-04-03,0.27860260124957764
"Congo, Rep.",COG,2024,5,2024-05-04,0.2775797907585629
"Congo, Rep.",COG,2024,6,2024-06-04,0.2738496547727578
"Congo, Rep.",COG,2024,7,2024-07-05,0.273002677187544
"Congo, Rep.",COG,2024,8,2024-08-05,0.2732009278256026
"Congo, Rep.",COG,2024,9,2024-09-05,0.2732009278256026
"Congo, Rep.",COG,2024,10,2024-10-06,0.2732009278256026
"Congo, Rep.",COG,2024,11,2024-11-06,0.2732009278256026
"Congo, Rep.",COG,2024,12,2024-12-07,0.2732009278256026
Costa Rica,CRI,2015,12,2015-12-01,1.0054874100220081
Costa Rica,CRI,2016,1,2016-01-01,1.0004363843781112
Costa Rica,CRI,2016,2,2016-02-01,1.0031189066358508
Costa Rica,CRI,2016,3,2016-03-01,0.7931466146482208
Costa Rica,CRI,2016,4,2016-04-01,0.8669235121774788
Costa Rica,CRI,2016,5,2016-05-01,0.9004264442010579
Costa Rica,CRI,2016,6,2016-06-01,0.9161776553100499
Costa Rica,CRI,2016,7,2016-07-01,1.050415562664687
Costa Rica,CRI,2016,8,2016-08-01,1.0220776030363246
Costa Rica,CRI,2016,9,2016-09-01,0.9800943028259507
Costa Rica,CRI,2016,10,2016-10-01,0.9996849368412049
Costa Rica,CRI,2016,11,2016-11-01,0.9764503678415112
Costa Rica,CRI,2016,12,2016-12-01,0.9513358204573805
Costa Rica,CRI,2017,1,2017-01-03,1.0142663235967977
Costa Rica,CRI,2017,2,2017-02-03,1.054796735042384
Costa Rica,CRI,2017,3,2017-03-03,1.0149406041047875
Costa Rica,CRI,2017,4,2017-04-03,1.015469820183592
Costa Rica,CRI,2017,5,2017-05-03,1.0383999248595028
Costa Rica,CRI,2017,6,2017-06-03,0.9968997993060246
Costa Rica,CRI,2017,7,2017-07-03,0.9767568562128288
Costa Rica,CRI,2017,8,2017-08-03,0.9646597047636791
Costa Rica,CRI,2017,9,2017-09-03,1.0000649347718065
Costa Rica,CRI,2017,10,2017-10-03,1.0552717385978152
Costa Rica,CRI,2017,11,2017-11-03,1.0369123779095857
Costa Rica,CRI,2017,12,2017-12-03,1.0475582618164307
Costa Rica,CRI,2018,1,2018-01-03,1.0435072119018245
Costa Rica,CRI,2018,2,2018-02-03,1.0625724660406046
Costa Rica,CRI,2018,3,2018-03-03,1.1000149841784703
Costa Rica,CRI,2018,4,2018-04-03,1.0854398497496682
Costa Rica,CRI,2018,5,2018-05-03,1.1182929584820047
Costa Rica,CRI,2018,6,2018-06-03,1.1496458632995366
Costa Rica,CRI,2018,7,2018-07-03,1.148438695831608
Costa Rica,CRI,2018,8,2018-08-03,1.1492740272842918
Costa Rica,CRI,2018,9,2018-09-03,1.1410430785927412
Costa Rica,CRI,2018,10,2018-10-03,1.11259064970763
Costa Rica,CRI,2018,11,2018-11-03,1.0761485554082872
Costa Rica,CRI,2018,12,2018-12-03,1.039725658585651
Costa Rica,CRI,2019,1,2019-01-03,0.9560396198615339
Costa Rica,CRI,2019,2,2019-02-03,0.9262664115670055
Costa Rica,CRI,2019,3,2019-03-03,0.9345463579653288
Costa Rica,CRI,2019,4,2019-04-03,1.001806413391589
Costa Rica,CRI,2019,5,2019-05-03,1.1294972859142571
Costa Rica,CRI,2019,6,2019-06-03,1.1089206086062797
Costa Rica,CRI,2019,7,2019-07-03,1.1045460168597903
Costa Rica,CRI,2019,8,2019-08-03,1.1348853388098286
Costa Rica,CRI,2019,9,2019-09-03,1.0530125235868755
Costa Rica,CRI,2019,10,2019-10-03,1.027128228615001
Costa Rica,CRI,2019,11,2019-11-03,1.0684833770308977
