Country,Year,EV sales,EV stock,charging_stations_added,total_charging_stations,GDP_per_capita,Population,policy_count,news_sentiment,consumer_review_sentiment,stations_per_capita,mode_Buses,mode_Cars,mode_EV,mode_Trucks,mode_Vans,pt_BEV,pt_EV,pt_FCEV,pt_PHEV,pt_Publicly available fast,pt_Publicly available slow,Total_Sales,EV_Share_Pct,EV_Sales,Policy_Score,Gas_Price_USD,GDP_per_capita_Robust,Population_Robust,Years_Since_Threshold
Australia,2011,49.0,49.0,1.0,1.0,56739.0265346593,23815995.0,0.0,0.0,0.0,1.595566341024173e-06,False,True,False,False,False,True,False,False,False,False,False,2213333.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2011,0.0,150000.0,1.0,1.0,64835.9199754535,26652777.0,0.0,0.0,0.0,3.920792193623952e-05,False,True,False,False,False,False,True,False,False,False,False,2213333.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2012,170.0,220.0,1.0,2.0,56739.0265346593,23815995.0,0.0,0.0,0.0,1.595566341024173e-06,False,True,False,False,False,True,False,False,False,False,False,862069.0,0.029,250.0,0.0,0.0,0.0,0.0,-10.0
Australia,2012,250.0,150000.0,1.0,2.0,64835.9199754535,26652777.0,0.0,0.0,0.0,3.920792193623952e-05,False,True,False,False,False,False,True,False,False,False,False,862069.0,0.029,250.0,0.0,0.0,0.0,0.0,-10.0
Australia,2012,80.0,80.0,1.0,2.0,64835.9199754535,26652777.0,0.0,0.0,0.0,3.920792193623952e-05,False,True,False,False,False,False,False,False,True,False,False,862069.0,0.029,250.0,0.0,0.0,0.0,0.0,-10.0
Australia,2013,190.0,410.0,26.0,28.0,56739.0265346593,23815995.0,0.0,0.0,0.0,1.595566341024173e-06,False,True,False,False,False,True,False,False,False,False,False,878788.0,0.033,290.0,0.0,0.0,0.0,0.0,-9.0
Australia,2013,290.0,150000.0,26.0,28.0,64835.9199754535,26652777.0,0.0,0.0,0.0,3.920792193623952e-05,False,True,False,False,False,False,True,False,False,False,False,878788.0,0.033,290.0,0.0,0.0,0.0,0.0,-9.0
Australia,2013,100.0,180.0,26.0,28.0,64835.9199754535,26652777.0,0.0,0.0,0.0,3.920792193623952e-05,False,True,False,False,False,False,False,False,True,False,False,878788.0,0.033,290.0,0.0,0.0,0.0,0.0,-9.0
Australia,2014,370.0,780.0,2.0,30.0,56739.0265346593,23815995.0,0.0,0.0,0.0,1.595566341024173e-06,False,True,False,False,False,True,False,False,False,False,False,880000.0,0.15,1320.0,0.0,0.0,0.0,0.0,-8.0
Australia,2014,1320.0,150000.0,2.0,30.0,64835.9199754535,26652777.0,0.0,0.0,0.0,3.920792193623952e-05,False,True,False,False,False,False,True,False,False,False,False,880000.0,0.15,1320.0,0.0,0.0,0.0,0.0,-8.0
Australia,2014,950.0,1100.0,2.0,30.0,64835.9199754535,26652777.0,0.0,0.0,0.0,3.920792193623952e-05,False,True,False,False,False,False,False,False,True,False,False,880000.0,0.15,1320.0,0.0,0.0,0.0,0.0,-8.0
Australia,2015,760.0,1500.0,8.0,38.0,56739.0265346593,23815995.0,0.0,0.0,0.0,1.595566341024173e-06,False,True,False,False,False,True,False,False,False,False,False,926316.0,0.19,1760.0,0.0,0.8226846539720175,56739.0265346593,23815995.0,-7.0
Australia,2015,1760.0,150000.0,8.0,38.0,56739.0265346593,23815995.0,0.0,0.0,0.0,1.595566341024173e-06,False,True,False,False,False,False,True,False,False,False,False,926316.0,0.19,1760.0,0.0,0.8226846539720175,56739.0265346593,23815995.0,-7.0
Australia,2015,1000.0,2100.0,8.0,38.0,56739.0265346593,23815995.0,0.0,0.0,0.0,1.595566341024173e-06,False,True,False,False,False,False,False,False,True,False,False,926316.0,0.19,1760.0,0.0,0.8226846539720175,56739.0265346593,23815995.0,-7.0
Australia,2016,670.0,2200.0,24.0,62.0,49888.0410842736,24190907.0,0.0,0.0,0.0,2.5629464823290832e-06,False,True,False,False,False,True,False,False,False,False,False,913333.0,0.15,1370.0,0.0,0.8277380072145407,49888.0410842736,24190907.0,-6.0
Australia,2016,1370.0,150000.0,24.0,62.0,49888.0410842736,24190907.0,0.0,0.0,0.0,2.5629464823290832e-06,False,True,False,False,False,False,True,False,False,False,False,913333.0,0.15,1370.0,0.0,0.8277380072145407,49888.0410842736,24190907.0,-6.0
Australia,2016,700.0,2800.0,24.0,62.0,49888.0410842736,24190907.0,0.0,0.0,0.0,2.5629464823290832e-06,False,True,False,False,False,False,False,False,True,False,False,913333.0,0.15,1370.0,0.0,0.8277380072145407,49888.0410842736,24190907.0,-6.0
Australia,2017,1200.0,3400.0,17.0,79.0,53901.7145392154,24592588.0,0.0,0.0,0.0,3.212349997487048e-06,False,True,False,False,False,True,False,False,False,False,False,920000.0,0.25,2300.0,0.0,0.8892600647371097,53901.7145392154,24592588.0,-5.0
Australia,2017,2300.0,150000.0,17.0,79.0,53901.7145392154,24592588.0,0.0,0.0,0.0,3.212349997487048e-06,False,True,False,False,False,False,True,False,False,False,False,920000.0,0.25,2300.0,0.0,0.8892600647371097,53901.7145392154,24592588.0,-5.0
Australia,2017,1100.0,3900.0,17.0,79.0,53901.7145392154,24592588.0,0.0,0.0,0.0,3.212349997487048e-06,False,True,False,False,False,False,False,False,True,False,False,920000.0,0.25,2300.0,0.0,0.8892600647371097,53901.7145392154,24592588.0,-5.0
Australia,2017,2300.0,350.0,17.0,79.0,53901.7145392154,24592588.0,0.0,0.0,0.0,3.212349997487048e-06,False,False,True,False,False,False,False,False,False,True,False,920000.0,0.25,2300.0,0.0,0.8892600647371097,53901.7145392154,24592588.0,-5.0
Australia,2017,2300.0,350.0,17.0,79.0,53901.7145392154,24592588.0,0.0,0.0,0.0,3.212349997487048e-06,False,False,True,False,False,False,False,False,False,False,True,920000.0,0.25,2300.0,0.0,0.8892600647371097,53901.7145392154,24592588.0,-5.0
Australia,2018,1800.0,5200.0,43.0,122.0,57196.4220783778,24963258.0,0.0,0.0,0.0,4.887182594515507e-06,False,True,False,False,False,True,False,False,False,False,False,878049.0,0.41,3600.0,0.0,1.0233760406016967,57196.4220783778,24963258.0,-4.0
Australia,2018,3600.0,150000.0,43.0,122.0,57196.4220783778,24963258.0,0.0,0.0,0.0,4.887182594515507e-06,False,True,False,False,False,False,True,False,False,False,False,878049.0,0.41,3600.0,0.0,1.0233760406016967,57196.4220783778,24963258.0,-4.0
Australia,2018,1800.0,5700.0,43.0,122.0,57196.4220783778,24963258.0,0.0,0.0,0.0,4.887182594515507e-06,False,True,False,False,False,False,False,False,True,False,False,878049.0,0.41,3600.0,0.0,1.0233760406016967,57196.4220783778,24963258.0,-4.0
Australia,2018,3600.0,350.0,43.0,122.0,57196.4220783778,24963258.0,0.0,0.0,0.0,4.887182594515507e-06,False,False,True,False,False,False,False,False,False,True,False,878049.0,0.41,3600.0,0.0,1.0233760406016967,57196.4220783778,24963258.0,-4.0
Australia,2018,3600.0,350.0,43.0,122.0,57196.4220783778,24963258.0,0.0,0.0,0.0,4.887182594515507e-06,False,False,True,False,False,False,False,False,False,False,True,878049.0,0.41,3600.0,0.0,1.0233760406016967,57196.4220783778,24963258.0,-4.0
Australia,2019,6300.0,12000.0,43.0,165.0,54972.7017885437,25334826.0,0.0,0.0,0.0,6.5127741552280646e-06,False,True,False,False,False,True,False,False,False,False,False,766667.0,1.2,9200.0,0.0,0.921862150663446,54972.7017885437,25334826.0,-3.0
Australia,2019,9200.0,150000.0,43.0,165.0,54972.7017885437,25334826.0,0.0,0.0,0.0,6.5127741552280646e-06,False,True,False,False,False,False,True,False,False,False,False,766667.0,1.2,9200.0,0.0,0.921862150663446,54972.7017885437,25334826.0,-3.0
Australia,2019,2900.0,8600.0,43.0,165.0,54972.7017885437,25334826.0,0.0,0.0,0.0,6.5127741552280646e-06,False,True,False,False,False,False,False,False,True,False,False,766667.0,1.2,9200.0,0.0,0.921862150663446,54972.7017885437,25334826.0,-3.0
Australia,2019,9200.0,350.0,43.0,165.0,54972.7017885437,25334826.0,0.0,0.0,0.0,6.5127741552280646e-06,False,False,True,False,False,False,False,False,False,False,True,766667.0,1.2,9200.0,0.0,0.921862150663446,54972.7017885437,25334826.0,-3.0
Australia,2020,5200.0,17000.0,157.0,322.0,51791.540179984,25649248.0,0.0,0.875,0.4375,1.255397429195585e-05,False,True,False,False,False,True,False,False,False,False,False,627273.0,1.1,6900.0,0.0,0.8216316388662208,51791.540179984,25649248.0,-2.0
Australia,2020,6900.0,150000.0,157.0,322.0,51791.540179984,25649248.0,0.0,0.875,0.4375,1.255397429195585e-05,False,True,False,False,False,False,True,False,False,False,False,627273.0,1.1,6900.0,0.0,0.8216316388662208,51791.540179984,25649248.0,-2.0
Australia,2020,1700.0,10000.0,157.0,322.0,51791.540179984,25649248.0,0.0,0.875,0.4375,1.255397429195585e-05,False,True,False,False,False,False,False,False,True,False,False,627273.0,1.1,6900.0,0.0,0.8216316388662208,51791.540179984,25649248.0,-2.0
Australia,2020,6900.0,350.0,157.0,322.0,51791.540179984,25649248.0,0.0,0.875,0.4375,1.255397429195585e-05,False,False,True,False,False,False,False,False,False,False,True,627273.0,1.1,6900.0,0.0,0.8216316388662208,51791.540179984,25649248.0,-2.0
Australia,2021,17000.0,34000.0,213.0,535.0,60607.7788605166,25685412.0,0.0,0.0,0.0,2.0828943682118083e-05,False,True,False,False,False,True,False,False,False,False,False,728571.0,2.8,20400.0,0.0,1.0716982910591968,60607.7788605166,25685412.0,-1.0
Australia,2021,20400.0,150000.0,213.0,535.0,60607.7788605166,25685412.0,0.0,0.0,0.0,2.0828943682118083e-05,False,True,False,False,False,False,True,False,False,False,False,728571.0,2.8,20400.0,0.0,1.0716982910591968,60607.7788605166,25685412.0,-1.0
Australia,2021,44.0,44.0,213.0,535.0,60607.7788605166,25685412.0,0.0,0.0,0.0,2.0828943682118083e-05,False,True,False,False,False,False,False,True,False,False,False,728571.0,2.8,20400.0,0.0,1.0716982910591968,60607.7788605166,25685412.0,-1.0
Australia,2021,3400.0,14000.0,213.0,535.0,60607.7788605166,25685412.0,0.0,0.0,0.0,2.0828943682118083e-05,False,True,False,False,False,False,False,False,True,False,False,728571.0,2.8,20400.0,0.0,1.0716982910591968,60607.7788605166,25685412.0,-1.0
Australia,2021,20400.0,350.0,213.0,535.0,60607.7788605166,25685412.0,0.0,0.0,0.0,2.0828943682118083e-05,False,False,True,False,False,False,False,False,False,True,False,728571.0,2.8,20400.0,0.0,1.0716982910591968,60607.7788605166,25685412.0,-1.0
Australia,2021,20400.0,350.0,213.0,535.0,60607.7788605166,25685412.0,0.0,0.0,0.0,2.0828943682118083e-05,False,False,True,False,False,False,False,False,False,False,True,728571.0,2.8,20400.0,0.0,1.0716982910591968,60607.7788605166,25685412.0,-1.0
Australia,2022,33000.0,67000.0,204.0,739.0,64997.0136536475,26014399.0,3.0,0.0,0.0,2.840734471705458e-05,False,True,False,False,False,True,False,False,False,False,False,778000.0,5.0,38900.0,1.0294117647058822,1.1894112901542992,64997.0136536475,26014399.0,0.0
Australia,2022,38900.0,150000.0,204.0,739.0,64997.0136536475,26014399.0,3.0,0.0,0.0,2.840734471705458e-05,False,True,False,False,False,False,True,False,False,False,False,778000.0,5.0,38900.0,1.0294117647058822,1.1894112901542992,64997.0136536475,26014399.0,0.0
Australia,2022,15.0,100.0,204.0,739.0,64997.0136536475,26014399.0,3.0,0.0,0.0,2.840734471705458e-05,False,True,False,False,False,False,False,True,False,False,False,778000.0,5.0,38900.0,1.0294117647058822,1.1894112901542992,64997.0136536475,26014399.0,0.0
Australia,2022,5900.0,21000.0,204.0,739.0,64997.0136536475,26014399.0,3.0,0.0,0.0,2.840734471705458e-05,False,True,False,False,False,False,False,False,True,False,False,778000.0,5.0,38900.0,1.0294117647058822,1.1894112901542992,64997.0136536475,26014399.0,0.0
Australia,2022,38900.0,350.0,204.0,739.0,64997.0136536475,26014399.0,3.0,0.0,0.0,2.840734471705458e-05,False,False,True,False,False,False,False,False,False,True,False,778000.0,5.0,38900.0,1.0294117647058822,1.1894112901542992,64997.0136536475,26014399.0,0.0
Australia,2022,38900.0,350.0,204.0,739.0,64997.0136536475,26014399.0,3.0,0.0,0.0,2.840734471705458e-05,False,False,True,False,False,False,False,False,False,False,True,778000.0,5.0,38900.0,1.0294117647058822,1.1894112901542992,64997.0136536475,26014399.0,0.0
Australia,2023,87000.0,150000.0,306.0,1045.0,64835.9199754535,26652777.0,2.0,0.1777777777777778,0.0888888888888889,3.920792193623952e-05,False,True,False,False,False,True,False,False,False,False,False,816667.0,12.0,98000.0,1.9117647058823528,1.1035212138015749,64835.9199754535,26652777.0,1.0
Australia,2023,98000.0,150000.0,306.0,1045.0,64835.9199754535,26652777.0,2.0,0.1777777777777778,0.0888888888888889,3.920792193623952e-05,False,True,False,False,False,False,True,False,False,False,False,816667.0,12.0,98000.0,1.9117647058823528,1.1035212138015749,64835.9199754535,26652777.0,1.0
Australia,2023,6.0,65.0,306.0,1045.0,64835.9199754535,26652777.0,2.0,0.1777777777777778,0.0888888888888889,3.920792193623952e-05,False,True,False,False,False,False,False,True,False,False,False,816667.0,12.0,98000.0,1.9117647058823528,1.1035212138015749,64835.9199754535,26652777.0,1.0
Australia,2023,11000.0,31000.0,306.0,1045.0,64835.9199754535,26652777.0,2.0,0.1777777777777778,0.0888888888888889,3.920792193623952e-05,False,True,False,False,False,False,False,False,True,False,False,816667.0,12.0,98000.0,1.9117647058823528,1.1035212138015749,64835.9199754535,26652777.0,1.0
Australia,2023,98000.0,350.0,306.0,1045.0,64835.9199754535,26652777.0,2.0,0.1777777777777778,0.0888888888888889,3.920792193623952e-05,False,False,True,False,False,False,False,False,False,True,False,816667.0,12.0,98000.0,1.9117647058823528,1.1035212138015749,64835.9199754535,26652777.0,1.0
Australia,2023,98000.0,350.0,306.0,1045.0,64835.9199754535,26652777.0,2.0,0.1777777777777778,0.0888888888888889,3.920792193623952e-05,False,False,True,False,False,False,False,False,False,False,True,816667.0,12.0,98000.0,1.9117647058823528,1.1035212138015749,64835.9199754535,26652777.0,1.0
Australia,2024,112000.0,0.0,0.0,0.0,64407.484256932,27204809.0,0.0,0.0,0.0,0.0,False,True,0,False,False,0,0,0,0,0,0,861538.0,13.0,112000.0,1.9117647058823528,1.157509332774162,64407.484256932,27204809.0,2.0
Austria,2010,0.0,350.0,2.0,0.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,True,False,False,False,True,False,False,False,False,False,14400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2010,0.0,160000.0,27.0,0.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,True,False,False,False,False,True,False,False,False,False,14400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2011,0.0,990.0,2.0,2.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,True,False,False,False,True,False,False,False,False,False,2213333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2011,0.0,160000.0,2.0,2.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,True,False,False,False,False,True,False,False,False,False,2213333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2011,0.0,3.0,2.0,2.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,False,True,False,False,False,False,False,False,True,False,2213333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2011,0.0,3.0,2.0,2.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,False,True,False,False,False,False,False,False,False,True,2213333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2012,0.0,1400.0,2.0,2.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,True,False,False,False,True,False,False,False,False,False,1371429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2012,0.0,160000.0,2.0,2.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,True,False,False,False,False,True,False,False,False,False,1371429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2012,0.0,140.0,27.0,2.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,True,False,False,False,False,False,False,True,False,False,1371429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2012,0.0,3.0,2.0,2.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,False,True,False,False,False,False,False,False,True,False,1371429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2012,0.0,3.0,2.0,2.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,False,True,False,False,False,False,False,False,False,True,1371429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2013,650.0,2100.0,10.0,12.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,True,False,False,False,True,False,False,False,False,False,1354545.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2013,0.0,160000.0,10.0,12.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,True,False,False,False,False,True,False,False,False,False,1354545.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2013,0.0,410.0,10.0,12.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,True,False,False,False,False,False,False,True,False,False,1354545.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2013,0.0,3.0,10.0,12.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,False,True,False,False,False,False,False,False,True,False,1354545.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2013,0.0,3.0,10.0,12.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,False,True,False,False,False,False,False,False,False,True,1354545.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2014,1700.0,3400.0,8.0,20.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,True,False,False,False,True,False,False,False,False,False,1340000.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2014,0.0,160000.0,8.0,20.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,True,False,False,False,False,True,False,False,False,False,1340000.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2014,6.0,3.0,8.0,20.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,True,False,False,False,False,False,True,False,False,False,1340000.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2014,0.0,780.0,8.0,20.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,True,False,False,False,False,False,False,True,False,False,1340000.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2014,0.0,3.0,8.0,20.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,False,True,False,False,False,False,False,False,True,False,1340000.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2014,0.0,3.0,8.0,20.0,56033.573792065,9131761.0,0.0,0.0,0.0,0.0001362278316307,False,False,True,False,False,False,False,False,False,False,True,1340000.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2015,1700.0,5000.0,78.0,98.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,True,False,False,False,True,False,False,False,False,False,311111.0,0.9,2800.0,0.0,0.8226846539720175,43915.228020857,8642699.0,-5.0
Austria,2015,2800.0,160000.0,78.0,98.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,True,False,False,False,False,True,False,False,False,False,311111.0,0.9,2800.0,0.0,0.8226846539720175,43915.228020857,8642699.0,-5.0
Austria,2015,4.0,6.0,78.0,98.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,True,False,False,False,False,False,True,False,False,False,311111.0,0.9,2800.0,0.0,0.8226846539720175,43915.228020857,8642699.0,-5.0
Austria,2015,1100.0,1500.0,78.0,98.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,True,False,False,False,False,False,False,True,False,False,311111.0,0.9,2800.0,0.0,0.8226846539720175,43915.228020857,8642699.0,-5.0
Austria,2015,2800.0,3.0,78.0,98.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,False,True,False,False,False,False,False,False,True,False,311111.0,0.9,2800.0,0.0,0.8226846539720175,43915.228020857,8642699.0,-5.0
Austria,2015,2800.0,3.0,78.0,98.0,43915.228020857,8642699.0,0.0,0.0,0.0,1.133905045171653e-05,False,False,True,False,False,False,False,False,False,False,True,311111.0,0.9,2800.0,0.0,0.8226846539720175,43915.228020857,8642699.0,-5.0
Austria,2016,3800.0,9100.0,130.0,228.0,45061.4993920192,8736668.0,0.0,0.0,0.0,2.6096905593757253e-05,False,True,False,False,False,True,False,False,False,False,False,333333.0,1.5,5000.0,0.0,0.8277380072145407,45061.4993920192,8736668.0,-4.0
Austria,2016,5000.0,160000.0,130.0,228.0,45061.4993920192,8736668.0,0.0,0.0,0.0,2.6096905593757253e-05,False,True,False,False,False,False,True,False,False,False,False,333333.0,1.5,5000.0,0.0,0.8277380072145407,45061.4993920192,8736668.0,-4.0
Austria,2016,5000.0,13.0,130.0,228.0,45061.4993920192,8736668.0,0.0,0.0,0.0,2.6096905593757253e-05,False,True,False,False,False,False,False,True,False,False,False,333333.0,1.5,5000.0,0.0,0.8277380072145407,45061.4993920192,8736668.0,-4.0
Austria,2016,1200.0,2300.0,130.0,228.0,45061.4993920192,8736668.0,0.0,0.0,0.0,2.6096905593757253e-05,False,True,False,False,False,False,False,False,True,False,False,333333.0,1.5,5000.0,0.0,0.8277380072145407,45061.4993920192,8736668.0,-4.0
Austria,2016,5000.0,3.0,130.0,228.0,45061.4993920192,8736668.0,0.0,0.0,0.0,2.6096905593757253e-05,False,False,True,False,False,False,False,False,False,True,False,333333.0,1.5,5000.0,0.0,0.8277380072145407,45061.4993920192,8736668.0,-4.0
Austria,2016,5000.0,3.0,130.0,228.0,45061.4993920192,8736668.0,0.0,0.0,0.0,2.6096905593757253e-05,False,False,True,False,False,False,False,False,False,False,True,333333.0,1.5,5000.0,0.0,0.8277380072145407,45061.4993920192,8736668.0,-4.0
Austria,2017,5400.0,15000.0,387.0,615.0,47163.7425775142,8797566.0,0.0,0.0,0.0,6.990569891717777e-05,False,True,False,False,False,True,False,False,False,False,False,355000.0,2.0,7100.0,0.0,0.8892600647371097,47163.7425775142,8797566.0,-3.0
Austria,2017,7100.0,160000.0,387.0,615.0,47163.7425775142,8797566.0,0.0,0.0,0.0,6.990569891717777e-05,False,True,False,False,False,False,True,False,False,False,False,355000.0,2.0,7100.0,0.0,0.8892600647371097,47163.7425775142,8797566.0,-3.0
Austria,2017,2.0,19.0,387.0,615.0,47163.7425775142,8797566.0,0.0,0.0,0.0,6.990569891717777e-05,False,True,False,False,False,False,False,True,False,False,False,355000.0,2.0,7100.0,0.0,0.8892600647371097,47163.7425775142,8797566.0,-3.0
Austria,2017,1700.0,3900.0,387.0,615.0,47163.7425775142,8797566.0,0.0,0.0,0.0,6.990569891717777e-05,False,True,False,False,False,False,False,False,True,False,False,355000.0,2.0,7100.0,0.0,0.8892600647371097,47163.7425775142,8797566.0,-3.0
Austria,2017,7100.0,3.0,387.0,615.0,47163.7425775142,8797566.0,0.0,0.0,0.0,6.990569891717777e-05,False,False,True,False,False,False,False,False,False,True,False,355000.0,2.0,7100.0,0.0,0.8892600647371097,47163.7425775142,8797566.0,-3.0
Austria,2017,7100.0,3.0,387.0,615.0,47163.7425775142,8797566.0,0.0,0.0,0.0,6.990569891717777e-05,False,False,True,False,False,False,False,False,False,False,True,355000.0,2.0,7100.0,0.0,0.8892600647371097,47163.7425775142,8797566.0,-3.0
Austria,2018,6800.0,21000.0,229.0,844.0,51194.0749841299,8840521.0,0.0,0.0,0.0,9.546948647031096e-05,False,True,False,False,False,True,False,False,False,False,False,350000.0,2.6,9100.0,0.0,1.0233760406016967,51194.0749841299,8840521.0,-2.0
Austria,2018,9100.0,160000.0,229.0,844.0,51194.0749841299,8840521.0,0.0,0.0,0.0,9.546948647031096e-05,False,True,False,False,False,False,True,False,False,False,False,350000.0,2.6,9100.0,0.0,1.0233760406016967,51194.0749841299,8840521.0,-2.0
Austria,2018,7.0,24.0,229.0,844.0,51194.0749841299,8840521.0,0.0,0.0,0.0,9.546948647031096e-05,False,True,False,False,False,False,False,True,False,False,False,350000.0,2.6,9100.0,0.0,1.0233760406016967,51194.0749841299,8840521.0,-2.0
Austria,2018,2300.0,5700.0,229.0,844.0,51194.0749841299,8840521.0,0.0,0.0,0.0,9.546948647031096e-05,False,True,False,False,False,False,False,False,True,False,False,350000.0,2.6,9100.0,0.0,1.0233760406016967,51194.0749841299,8840521.0,-2.0
Austria,2018,9100.0,3.0,229.0,844.0,51194.0749841299,8840521.0,0.0,0.0,0.0,9.546948647031096e-05,False,False,True,False,False,False,False,False,False,True,False,350000.0,2.6,9100.0,0.0,1.0233760406016967,51194.0749841299,8840521.0,-2.0
Austria,2018,9100.0,3.0,229.0,844.0,51194.0749841299,8840521.0,0.0,0.0,0.0,9.546948647031096e-05,False,False,True,False,False,False,False,False,False,False,True,350000.0,2.6,9100.0,0.0,1.0233760406016967,51194.0749841299,8840521.0,-2.0
Austria,2019,9300.0,30000.0,112.0,956.0,49885.9947355204,8879920.0,0.0,0.0,0.0,0.0001076586275552,False,True,False,False,False,True,False,False,False,False,False,328571.0,3.5,11500.0,0.0,0.921862150663446,49885.9947355204,8879920.0,-1.0
Austria,2019,11500.0,160000.0,112.0,956.0,49885.9947355204,8879920.0,0.0,0.0,0.0,0.0001076586275552,False,True,False,False,False,False,True,False,False,False,False,328571.0,3.5,11500.0,0.0,0.921862150663446,49885.9947355204,8879920.0,-1.0
Austria,2019,19.0,41.0,112.0,956.0,49885.9947355204,8879920.0,0.0,0.0,0.0,0.0001076586275552,False,True,False,False,False,False,False,True,False,False,False,328571.0,3.5,11500.0,0.0,0.921862150663446,49885.9947355204,8879920.0,-1.0
Austria,2019,2200.0,8000.0,112.0,956.0,49885.9947355204,8879920.0,0.0,0.0,0.0,0.0001076586275552,False,True,False,False,False,False,False,False,True,False,False,328571.0,3.5,11500.0,0.0,0.921862150663446,49885.9947355204,8879920.0,-1.0
Austria,2019,11500.0,3.0,112.0,956.0,49885.9947355204,8879920.0,0.0,0.0,0.0,0.0001076586275552,False,False,True,False,False,False,False,False,False,True,False,328571.0,3.5,11500.0,0.0,0.921862150663446,49885.9947355204,8879920.0,-1.0
Austria,2019,11500.0,3.0,112.0,956.0,49885.9947355204,8879920.0,0.0,0.0,0.0,0.0001076586275552,False,False,True,False,False,False,False,False,False,False,True,328571.0,3.5,11500.0,0.0,0.921862150663446,49885.9947355204,8879920.0,-1.0
Austria,2020,16000.0,45000.0,182.0,1138.0,48716.4098900349,8916864.0,0.0,0.0,0.0,0.0001276233438123,False,True,False,False,False,True,False,False,False,False,False,248421.0,9.5,23600.0,0.0,0.8216316388662208,48716.4098900349,8916864.0,0.0
Austria,2020,23600.0,160000.0,182.0,1138.0,48716.4098900349,8916864.0,0.0,0.0,0.0,0.0001276233438123,False,True,False,False,False,False,True,False,False,False,False,248421.0,9.5,23600.0,0.0,0.8216316388662208,48716.4098900349,8916864.0,0.0
Austria,2020,14.0,45.0,182.0,1138.0,48716.4098900349,8916864.0,0.0,0.0,0.0,0.0001276233438123,False,True,False,False,False,False,False,True,False,False,False,248421.0,9.5,23600.0,0.0,0.8216316388662208,48716.4098900349,8916864.0,0.0
